Character	Pinyin	Tone	Meaning	Story
盾	Dun	4	shield	shield commands "Dun!" yells!
販	Fan	4	peddler	peddler commands "Fan!" yells!
扳	Ban	1	tug	tug sings "Ban!" cheerfully!
覓	Mi	4	try to find	try to find commands "Mi!" yells!
妥	Tuo	3	appropriate	appropriate bends down drooping saying "Tuo"!
睬	Cai	3	notice	notice bends down drooping saying "Cai"!
允	Yun	3	consent	consent bends down drooping saying "Yun"!
勾	Gou	1	cross out	cross out sings "Gou!" cheerfully!
晉	Jin	4	promote	promote commands "Jin!" yells!
宏	Hong	2	magnificent	magnificent questions "Hong? Why?" curiously!
胎	Tai	1	fetus	fetus sings "Tai!" cheerfully!
冶	Ye	3	smelt	smelt bends down drooping saying "Ye"!
颱	Tai	2	typhoon	typhoon questions "Tai? Why?" curiously!
怠	Dai	4	negligent	negligent commands "Dai!" yells!
抬	Tai	2	elevate	elevate questions "Tai? Why?" curiously!
丟	Diu	1	mislay	mislay sings "Diu!" cheerfully!
臺	Tai	2	Taiwan	Taiwan questions "Tai? Why?" curiously!
致	Zhi	4	bring about	bring about commands "Zhi!" yells!
撤	Che	4	remove	remove commands "Che!" yells!
硫	Liu	2	sulfur	sulfur questions "Liu? Why?" curiously!
琉	Liu	2	glaze	glaze questions "Liu? Why?" curiously!
疏	Shu	1	sparse	sparse sings "Shu!" cheerfully!
蔬	Shu	1	veggies	veggies sings "Shu!" cheerfully!
崩	Beng	1	crumble	crumble sings "Beng!" cheerfully!
岩	Yan	2	rock	rock questions "Yan? Why?" curiously!
崎	Qi	2	rugged	rugged questions "Qi? Why?" curiously!
崖	Ya	2	cliff	cliff questions "Ya? Why?" curiously!
炭	Tan	4	charcoal	charcoal commands "Tan!" yells!
碳	Tan	4	carbon	carbon commands "Tan!" yells!
盼	Pan	4	await hopefully	await hopefully commands "Pan!" yells!
頒	Ban	1	promulgate	promulgate sings "Ban!" cheerfully!
芬	Fen	1	essence	essence sings "Fen!" cheerfully!
岔	Cha	4	diverge	diverge commands "Cha!" yells!
頌	Song	4	extol	extol commands "Song!" yells!
訟	Song	4	litigate	litigate commands "Song!" yells!
翁	Weng	1	elderly man	elderly man sings "Weng!" cheerfully!
裕	Yu	4	abundant	abundant commands "Yu!" yells!
榕	Rong	2	banyan	banyan questions "Rong? Why?" curiously!
賞	Shang	3	prize	prize bends down drooping saying "Shang"!
嘗	Chang	2	attempt	attempt questions "Chang? Why?" curiously!
嚐	Chang	2	taste	taste questions "Chang? Why?" curiously!
掌	Zhang	3	palm of the hand	palm of the hand bends down drooping saying "Zhang"!
擋	Dang	3	fend off	fend off bends down drooping saying "Dang"!
膛	Tang	2	chest	chest questions "Tang? Why?" curiously!
頗	Po	1	quite	quite sings "Po!" cheerfully!
坡	Po	1	slope	slope sings "Po!" cheerfully!
披	Pi	1	drape over the shoulders	drape over the shoulders sings "Pi!" cheerfully!
彼	Bi	3	the other	the other bends down drooping saying "Bi"!
皺	Zhou	4	wrinkles	wrinkles commands "Zhou!" yells!
雛	Chu	2	chick	chick questions "Chu? Why?" curiously!
趨	Qu	1	hasten	hasten sings "Qu!" cheerfully!
菠	Bo	1	spinach	spinach sings "Bo!" cheerfully!
殖	Zhi	2	breed	breed questions "Zhi? Why?" curiously!
殊	Shu	1	dissimilar	dissimilar sings "Shu!" cheerfully!
殘	Can	2	incomplete	incomplete questions "Can? Why?" curiously!
咧	Lie	5	grin	grin says "Lie" neutrally!
裂	Lie	4	crack	crack commands "Lie!" yells!
耿	Geng	3	dedicated	dedicated bends down drooping saying "Geng"!
恥	Chi	3	shame	shame bends down drooping saying "Chi"!
輯	Ji	5	edit	edit says "Ji" neutrally!
攝	She	4	take a photo	take a photo commands "She!" yells!
娶	Qu	3	take a wife	take a wife bends down drooping saying "Qu"!
扶	Fu	2	lend a hand	lend a hand questions "Fu? Why?" curiously!
熙	Xi	1	splendid	splendid sings "Xi!" cheerfully!
腎	Shen	4	kidneys	kidneys commands "Shen!" yells!
募	Mu	4	recruit	recruit commands "Mu!" yells!
脅	Xie	2	threaten	threaten questions "Xie? Why?" curiously!
劣	Lie	4	inferior	inferior commands "Lie!" yells!
勳	Xun	1	merit	merit sings "Xun!" cheerfully!
勸	Quan	4	advise	advise commands "Quan!" yells!
劫	Jie	2	plunder	plunder questions "Jie? Why?" curiously!
怒	Nu	4	anger	anger commands "Nu!" yells!
茄	Jia	1	eggplant	eggplant sings "Jia!" cheerfully!
彷	Fang	3	seemingly	seemingly bends down drooping saying "Fang"!
征	Zheng	1	go on an expedition	go on an expedition sings "Zheng!" cheerfully!
徒	Tu	2	follower	follower questions "Tu? Why?" curiously!
徊	Huai	2	undecided	undecided questions "Huai? Why?" curiously!
徵	Zheng	1	solicit	solicit sings "Zheng!" cheerfully!
懲	Cheng	2	chasten	chasten questions "Cheng? Why?" curiously!
循	Xun	2	comply with	comply with questions "Xun? Why?" curiously!
徹	Che	4	thorough	thorough commands "Che!" yells!
役	Yi	4	service	service commands "Yi!" yells!
衍	Yan	3	develop	develop bends down drooping saying "Yan"!
衡	Heng	2	weight	weight questions "Heng? Why?" curiously!
銜	Xian	2	title （Like rank and title)	title （Like rank and title) questions "Xian? Why?" curiously!
禿	Tu	1	bald	bald sings "Tu!" cheerfully!
頹	Tui	2	decrepit	decrepit questions "Tui? Why?" curiously!
秒	Miao	3	seconds	seconds bends down drooping saying "Miao"!
稍	Shao	1	a little	a little sings "Shao!" cheerfully!
穌	Su	1	rise again	rise again sings "Su!" cheerfully!
蘇	Su	1	revive	revive sings "Su!" cheerfully!
萎	Wei	1	wilt	wilt sings "Wei!" cheerfully!
黏	Nian	2	sticky	sticky questions "Nian? Why?" curiously!
黎	Li	2	host	host questions "Li? Why?" curiously!
漆	Qi	1	wall paint	wall paint sings "Qi!" cheerfully!
膝	Xi	1	knees	knees sings "Xi!" cheerfully!
稠	Chou	2	dense	dense questions "Chou? Why?" curiously!
稿	Gao	3	draft	draft bends down drooping saying "Gao"!
穎	Ying	3	clever	clever bends down drooping saying "Ying"!
稅	Shui	4	tax	tax commands "Shui!" yells!
稼	Jia	5	crops	crops says "Jia" neutrally!
菌	Jun	1	fungus	fungus sings "Jun!" cheerfully!
稚	Zhi	4	immature	immature commands "Zhi!" yells!
穫	Huo	4	harvest	harvest commands "Huo!" yells!
私	Si	1	private	private sings "Si!" cheerfully!
秩	Zhi	4	order	order commands "Zhi!" yells!
殼	Ke	2	shell	shell questions "Ke? Why?" curiously!
穀	Gu	3	cereal	cereal bends down drooping saying "Gu"!
鍬	Qiao	1	shovel	shovel sings "Qiao!" cheerfully!
揪	Jiu	1	hold tight	hold tight sings "Jiu!" cheerfully!
梨	Li	2	pear	pear questions "Li? Why?" curiously!
犁	Li	2	plow	plow questions "Li? Why?" curiously!
曆	Li	4	calendar	calendar commands "Li!" yells!
糕	Gao	1	cake	cake sings "Gao!" cheerfully!
糊	Hu	5	batter	batter says "Hu" neutrally!
粘	Nian	2	glue	glue questions "Nian? Why?" curiously!
糧	Liang	2	provisions	provisions questions "Liang? Why?" curiously!
菊	Ju	2	chrysanthemum	chrysanthemum questions "Ju? Why?" curiously!
糙	Cao	1	rough	rough sings "Cao!" cheerfully!
粒	Li	4	grain	grain commands "Li!" yells!
燦	Can	4	brilliant (like light, not smart.)	brilliant (like light, not smart.) commands "Can!" yells!
粉	Fen	3	powder	powder bends down drooping saying "Fen"!
瞇	Mi	1	squint	squint sings "Mi!" cheerfully!
幣	Bi	4	currency	currency commands "Bi!" yells!
斃	Bi	4	die a violent death	die a violent death commands "Bi!" yells!
蔽	Bi	4	shelter	shelter commands "Bi!" yells!
撇	Pie	1	cast aside	cast aside sings "Pie!" cheerfully!
弊	Bi	4	fraud	fraud commands "Bi!" yells!
筍	Sun	3	bamboo shoot	bamboo shoot bends down drooping saying "Sun"!
筒	Tong	3	tube	tube bends down drooping saying "Tong"!
築	Zhu	2	construct	construct questions "Zhu? Why?" curiously!
笨	Ben	4	stupid	stupid commands "Ben!" yells!
箭	Jian	4	arrow	arrow commands "Jian!" yells!
筋	Jin	1	tendon	tendon sings "Jin!" cheerfully!
伍	Wu	5	V	V says "Wu" neutrally!
仇	Chou	2	animosity	animosity questions "Chou? Why?" curiously!
倡	Chang	4	start	start commands "Chang!" yells!
伯	Bo	2	father's older brother	father's older brother questions "Bo? Why?" curiously!
仲	Zhong	4	mid-	mid- commands "Zhong!" yells!
估	Gu	1	estimate	estimate sings "Gu!" cheerfully!
偵	Zhen	1	detect	detect sings "Zhen!" cheerfully!
俱	Ju	4	altogether	altogether commands "Ju!" yells!
側	Ce	4	lateral	lateral commands "Ce!" yells!
佑	You	4	bless	bless commands "You!" yells!
佐	Zuo	3	assistant	assistant bends down drooping saying "Zuo"!
仔	Zi	3	meticulous	meticulous bends down drooping saying "Zi"!
俏	Qiao	4	comely	comely commands "Qiao!" yells!
倘	Tang	3	if	if bends down drooping saying "Tang"!
倚	Yi	3	count on	count on bends down drooping saying "Yi"!
佳	Jia	1	superb	superb sings "Jia!" cheerfully!
侍	Shi	4	serve	serve commands "Shi!" yells!
伙	Huo	3	mate	mate bends down drooping saying "Huo"!
宿	Su	4	stay overnight	stay overnight commands "Su!" yells!
伏	Fu	2	bend over	bend over questions "Fu? Why?" curiously!
袱	Fu	5	wrapping cloth	wrapping cloth says "Fu" neutrally!
偷	Tou	1	steal	steal sings "Tou!" cheerfully!
伐	Fa	2	fell	fell questions "Fa? Why?" curiously!
佩	Pei	4	wear at the waist	wear at the waist commands "Pei!" yells!
佈	Bu	4	announce	announce commands "Bu!" yells!
僑	Qiao	2	live abroad	live abroad questions "Qiao? Why?" curiously!
億	Yi	4	one hundred million	one hundred million commands "Yi!" yells!
傾	Qing	1	incline	incline sings "Qing!" cheerfully!
侮	Wu	3	insult	insult bends down drooping saying "Wu"!
倍	Bei	4	times-multiplier	times-multiplier commands "Bei!" yells!
仿	Fang	3	mimic	mimic bends down drooping saying "Fang"!
傲	Ào	5	haughty	haughty says "Ào" neutrally!
僧	Seng	1	Buddhist monk	Buddhist monk sings "Seng!" cheerfully!
悠	You	1	without haste	without haste sings "You!" cheerfully!
俄	É	5	Russia	Russia says "É" neutrally!
儀	Yi	2	rite	rite questions "Yi? Why?" curiously!
侄	Zhi	2	nephew	nephew questions "Zhi? Why?" curiously!
仙	Xian	1	immortal	immortal sings "Xian!" cheerfully!
俗	Su	2	custom	custom questions "Su? Why?" curiously!
償	Chang	2	repay	repay questions "Chang? Why?" curiously!
臥	Wo	4	for sleeping	for sleeping commands "Wo!" yells!
傍	Bang	4	close to	close to commands "Bang!" yells!
俺	Ǎn	5	we (exclusive)	we (exclusive) says "Ǎn" neutrally!
淹	Yan	1	inundate	inundate sings "Yan!" cheerfully!
掩	Yan	3	conceal	conceal bends down drooping saying "Yan"!
催	Cui	1	prod	prod sings "Cui!" cheerfully!
摧	Cui	1	wreck	wreck sings "Cui!" cheerfully!
攜	Xie	2	take along	take along questions "Xie? Why?" curiously!
符	Fu	2	symbol	symbol questions "Fu? Why?" curiously!
貸	Dai	4	loan	loan commands "Dai!" yells!
荷	He	2	Holland	Holland questions "He? Why?" curiously!
仗	Zhang	4	battle	battle commands "Zhang!" yells!
杖	Zhang	4	cane	cane commands "Zhang!" yells!
夾	Jia	1	press from both sides	press from both sides sings "Jia!" cheerfully!
俠	Xia	2	chivalrous person	chivalrous person questions "Xia? Why?" curiously!
頰	Jia	2	cheek	cheek questions "Jia? Why?" curiously!
狹	Xia	2	narrow	narrow questions "Xia? Why?" curiously!
挾	Xie	2	coerce	coerce questions "Xie? Why?" curiously!
峽	Xia	2	gorge	gorge questions "Xia? Why?" curiously!
傘	San	3	umbrella	umbrella bends down drooping saying "San"!
聚	Ju	4	assemble (like superheroes--not ikea)	assemble (like superheroes--not ikea) commands "Ju!" yells!
挫	Cuo	4	frustrate	frustrate commands "Cuo!" yells!
劍	Jian	4	saber	saber commands "Jian!" yells!
斂	Lian (tone 3 for keyword)	3	restrain	restrain bends down drooping saying "Lian (tone 3 for keyword)"!
撿	Jian	3	pick up	pick up bends down drooping saying "Jian"!
簽	Qian	1	sign	sign sings "Qian!" cheerfully!
儉	Jian	3	thrifty	thrifty bends down drooping saying "Jian"!
萊	Lai	2	lambsquarters	lambsquarters questions "Lai? Why?" curiously!
葛	Ge	2	kudzu	kudzu questions "Ge? Why?" curiously!
褐	He	4	brown	brown commands "He!" yells!
竭	Jie	2	use up	use up questions "Jie? Why?" curiously!
歇	Xie	1	take a rest	take a rest sings "Xie!" cheerfully!
揭	Jie	1	reveal	reveal sings "Jie!" cheerfully!
淫	Yin	2	promiscuous	promiscuous questions "Yin? Why?" curiously!
挺	Ting	3	erect	erect bends down drooping saying "Ting"!
瓦	Wa	3	tile	tile bends down drooping saying "Wa"!
瓷	Ci	2	porcelain	porcelain questions "Ci? Why?" curiously!
瓶	Ping	2	bottle	bottle questions "Ping? Why?" curiously!
鋁	Lu	3	aluminum	aluminum bends down drooping saying "Lu"!
宮	Gong	1	palace	palace sings "Gong!" cheerfully!
瑩	Ying	2	lustrous	lustrous questions "Ying? Why?" curiously!
螢	Ying	2	firefly	firefly questions "Ying? Why?" curiously!
撈	Lao	1	scoop up	scoop up sings "Lao!" cheerfully!
煥	Huan	4	glowing	glowing commands "Huan!" yells!
旋	Xuan	2	whirl	whirl questions "Xuan? Why?" curiously!
吻	Wen	3	kiss	kiss bends down drooping saying "Wen"!
匆	Cong	1	hurriedly	hurriedly sings "Cong!" cheerfully!
錫	Xi	1	tin	tin sings "Xi!" cheerfully!
惕	Ti	4	watchful	watchful commands "Ti!" yells!
屑	Xie	4	bits	bits commands "Xie!" yells!
尿	Niao	4	urine	urine commands "Niao!" yells!
刷	Shua	1	brush	brush sings "Shua!" cheerfully!
犀	Xi	1	rhinoceros	rhinoceros sings "Xi!" cheerfully!
遲	Chi	2	tardy	tardy questions "Chi? Why?" curiously!
漏	Lou	4	leak	leak commands "Lou!" yells!
屁	Pi	4	fart	fart commands "Pi!" yells!
履	Lu	3	footwear	footwear bends down drooping saying "Lu"!
屎	Shi	3	excrement	excrement bends down drooping saying "Shi"!
屏	Ping	2	folding screen	folding screen questions "Ping? Why?" curiously!
屈	Qu	1	knuckle under	knuckle under sings "Qu!" cheerfully!
掘	Jue	2	excavate	excavate questions "Jue? Why?" curiously!
尺	Chi	3	ruler	ruler bends down drooping saying "Chi"!
眉	Mei	2	eyebrows	eyebrows questions "Mei? Why?" curiously!
媚	Mei	4	flatter	flatter commands "Mei!" yells!
肩	Jian	1	shoulder	shoulder sings "Jian!" cheerfully!
妒	Du	4	jealous of	jealous of commands "Du!" yells!
淚	Lei	4	tears	tears commands "Lei!" yells!
啓	Qi	3	enlighten	enlighten bends down drooping saying "Qi"!
扇	Shan	4	fan	fan commands "Shan!" yells!
奈	Nai	4	can't help but	can't help but commands "Nai!" yells!
款	Kuan	3	funds	funds bends down drooping saying "Kuan"!
祟	Sui	4	evil spirit	evil spirit commands "Sui!" yells!
祝	Zhu	4	wish well	wish well commands "Zhu!" yells!
祥	Xiang	2	propitious	propitious questions "Xiang? Why?" curiously!
祕	Mi	4	confidential	confidential commands "Mi!" yells!
慰	Wei	4	console	console commands "Wei!" yells!
蔚	Wei	4	luxuriant	luxuriant commands "Wei!" yells!
蒜	Suan	4	garlic	garlic commands "Suan!" yells!
棕	Zong	1	palm tree	palm tree sings "Zong!" cheerfully!
宙	Zhou	4	universe	universe commands "Zhou!" yells!
軸	Zhou	2	axle	axle questions "Zhou? Why?" curiously!
袖	Xiu	4	sleeve	sleeve commands "Xiu!" yells!
笛	Di	2	flute	flute questions "Di? Why?" curiously!
坤	Kun	1	female	female sings "Kun!" cheerfully!
呻	Shen	1	groan	groan sings "Shen!" cheerfully!
暢	Chang	4	smooth	smooth commands "Chang!" yells!
夥	Huo	3	partnership	partnership bends down drooping saying "Huo"!
巢	Chao	2	nest	nest questions "Chao? Why?" curiously!
棵	Ke	1	flora	flora sings "Ke!" cheerfully!
裸	Luo	3	naked	naked bends down drooping saying "Luo"!
裹	Guo	3	envelop	envelop bends down drooping saying "Guo"!
析	Xi	1	analyze	analyze sings "Xi!" cheerfully!
晰	Xi	1	distinct	distinct sings "Xi!" cheerfully!
芹	Qin	2	celery	celery questions "Qin? Why?" curiously!
折	Zhe	2	discount	discount questions "Zhe? Why?" curiously!
哲	Zhe	2	philosopher	philosopher questions "Zhe? Why?" curiously!
逝	Shi	4	pass away	pass away commands "Shi!" yells!
誓	Shi	4	vow	vow commands "Shi!" yells!
欣	Xin	1	elated	elated sings "Xin!" cheerfully!
掀	Xian	1	uncover	uncover sings "Xian!" cheerfully!
祈	Qi	2	supplicate	supplicate questions "Qi? Why?" curiously!
慚	Can	2	conscience-stricken	conscience-stricken questions "Can? Why?" curiously!
嶄	Zhan (correct one)	3	towering	towering bends down drooping saying "Zhan (correct one)"!
拆	Chai	1	take apart	take apart sings "Chai!" cheerfully!
炸	Zha	4	blow up	blow up commands "Zha!" yells!
詐	Zha	4	swindle	swindle commands "Zha!" yells!
妻	Qi	1	wife	wife sings "Qi!" cheerfully!
淒	Qi	1	miserable	miserable sings "Qi!" cheerfully!
棲	Qi	1	perch	perch sings "Qi!" cheerfully!
煞	Sha	1	goblin	goblin sings "Sha!" cheerfully!
捷	Jie	2	nimble	nimble questions "Jie? Why?" curiously!
秉	Bing	3	wield	wield bends down drooping saying "Bing"!
剝	Bo	1	peel off	peel off sings "Bo!" cheerfully!
彙	Hui	4	collection	collection commands "Hui!" yells!
兼	Jian	1	double	double sings "Jian!" cheerfully!
賺	Zhuan	4	earn	earn commands "Zhuan!" yells!
嫌	Xian	2	dislike	dislike questions "Xian? Why?" curiously!
謙	Qian	1	unassuming	unassuming sings "Qian!" cheerfully!
歉	Qian	4	apology	apology commands "Qian!" yells!
廉	Lian	2	inexpensive	inexpensive questions "Lian? Why?" curiously!
鐮	Lian	2	sickle	sickle questions "Lian? Why?" curiously!
簾	Lian	2	drapes	drapes questions "Lian? Why?" curiously!
睜	Zheng	1	unshut	unshut sings "Zheng!" cheerfully!
掙	Zheng	1	struggle	struggle sings "Zheng!" cheerfully!
箏	Zheng	1	Chinese zither	Chinese zither sings "Zheng!" cheerfully!
塘	Tang	2	pool	pool questions "Tang? Why?" curiously!
逮	Dai	3	arrest	arrest bends down drooping saying "Dai"!
隸	Li	4	bondservant	bondservant commands "Li!" yells!
慷	Kang	1	generous	generous sings "Kang!" cheerfully!
糠	Kang	1	chaff	chaff sings "Kang!" cheerfully!
耍	Shua	3	mess around	mess around bends down drooping saying "Shua"!
耐	Nai	4	-proof	-proof commands "Nai!" yells!
喘	Chuan	3	wheeze	wheeze bends down drooping saying "Chuan"!
揣	Chuai	1	conjecture	conjecture sings "Chuai!" cheerfully!
糟	Zao	1	messed up	messed up sings "Zao!" cheerfully!
遭	Zao	1	meet with	meet with sings "Zao!" cheerfully!
槽	Cao	2	trough	trough questions "Cao? Why?" curiously!
抖	Dou	3	quiver	quiver bends down drooping saying "Dou"!
庸	Yong	1	mediocre	mediocre sings "Yong!" cheerfully!
傭	Yong	1	put to work	put to work sings "Yong!" cheerfully!
甩	Shuai	3	fling	fling bends down drooping saying "Shuai"!
惜	Xi	1	rue	rue sings "Xi!" cheerfully!
措	Cuo	4	arrange	arrange commands "Cuo!" yells!
棄	Qi	4	forsake	forsake commands "Qi!" yells!
燕	Yan	4	swallow	swallow commands "Yan!" yells!
遮	Zhe	1	screen	screen sings "Zhe!" cheerfully!
畔	Pan	4	littoral	littoral commands "Pan!" yells!
拌	Ban	4	blend	blend commands "Ban!" yells!
叛	Pan	4	betray	betray commands "Pan!" yells!
券	Quan	4	voucher	voucher commands "Quan!" yells!
藤	Teng	2	rattan	rattan questions "Teng? Why?" curiously!
狀	Zhuang	4	state of affairs	state of affairs commands "Zhuang!" yells!
牆	Qiang	2	wall	wall questions "Qiang? Why?" curiously!
鼎	Ding	3	old cooking pot	old cooking pot bends down drooping saying "Ding"!
寢	Qin	3	get some shuteye	get some shuteye bends down drooping saying "Qin"!
侵	Qin	1	invade	invade sings "Qin!" cheerfully!
浸	Jin	4	immerse	immerse commands "Jin!" yells!
贓	Zang	1	stolen goods	stolen goods sings "Zang!" cheerfully!
藏	Cang	2	hide	hide questions "Cang? Why?" curiously!
臟	Zang	4	guts	guts commands "Zang!" yells!
獎	Jiang	3	award	award bends down drooping saying "Jiang"!
漿	Jiang (both pronunciations work)	1	thick liquid	thick liquid sings "Jiang (both pronunciations work)!" cheerfully!
槳	Jiang	3	oar	oar bends down drooping saying "Jiang"!
蔣	Jiang	3	Jiang	Jiang bends down drooping saying "Jiang"!
淵	Yuan	1	abyss	abyss sings "Yuan!" cheerfully!
肅	Su	4	solemn	solemn commands "Su!" yells!
嘯	Xiao	4	howl	howl commands "Xiao!" yells!
蕭	Xiao	1	desolate	desolate sings "Xiao!" cheerfully!
鏽	Xiu	4	rust	rust commands "Xiu!" yells!
芝	Zhi	1	sesame	sesame sings "Zhi!" cheerfully!
貶	Bian	3	devalue	devalue bends down drooping saying "Bian"!
泛	Fan	4	nonspecific	nonspecific commands "Fan!" yells!
歪	Wai	1	askew	askew sings "Wai!" cheerfully!
矯	Jiao	3	rectify	rectify bends down drooping saying "Jiao"!
矮	Ǎi	5	short of stature	short of stature says "Ǎi" neutrally!
唉	Āi	5	sigh--ay-ay	sigh--ay-ay says "Āi" neutrally!
埃	Āi	5	fine dust	fine dust says "Āi" neutrally!
挨	Āi	5	suffer	suffer says "Āi" neutrally!
簇	Cu	4	cluster	cluster commands "Cu!" yells!
茅	Mao	2	thatch	thatch questions "Mao? Why?" curiously!
橘	Ju	2	tangerine	tangerine questions "Ju? Why?" curiously!
舒	Shu	1	relax	relax sings "Shu!" cheerfully!
